My ID System,Name german,Name english,Sprite,Shiny Sprite,Nom français
431,Charmian,Glameow,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0431_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0431_000_mf_n_00000000_f_r.png,Chaglam
432,Shnurgarst,Purugly,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0432_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0432_000_mf_n_00000000_f_r.png,Chaffreux
433,Klingplim,Chingling,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0433_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0433_000_mf_n_00000000_f_r.png,Korillon
434,Skunkapuh,Stunky,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0434_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0434_000_mf_n_00000000_f_r.png,Moufouette
435,Skuntank,Skuntank,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0435_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0435_000_mf_n_00000000_f_r.png,Moufflair
436,Bronzel,Bronzor,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0436_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0436_000_uk_n_00000000_f_r.png,Archéomire
437,Bronzong,Bronzong,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0437_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0437_000_uk_n_00000000_f_r.png,Archéodong
438,Mobai,Bonsly,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0438_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0438_000_mf_n_00000000_f_r.png,Manzaï
439,Pantimimi,Mime Jr.,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0439_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0439_000_mf_n_00000000_f_r.png,Mime Jr.
440,Wonneira,Happiny,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0440_000_fo_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0440_000_fo_n_00000000_f_r.png,Ptiravi
441,Plaudagei,Chatot,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0441_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0441_000_mf_n_00000000_f_r.png,Pijako
442,Kryppuk,Spiritomb,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0442_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0442_000_mf_n_00000000_f_r.png,Spiritomb
443,Kaumalat,Gible,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_md_n_00000000_f_r.png,Griknot
443_m,Kaumalat ♂,Gible ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_md_n_00000000_f_r.png,Griknot ♂
443_w,Kaumalat ♀,Gible ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0443_000_fd_n_00000000_f_r.png,Griknot ♀
444,Knarksel,Gabite,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_md_n_00000000_f_r.png,Carmache
444_m,Knarksel ♂,Gabite ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_md_n_00000000_f_r.png,Carmache ♂
444_w,Knarksel ♀,Gabite ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0444_000_fd_n_00000000_f_r.png,Carmache ♀
445,Knakrack,Garchomp,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_md_n_00000000_f_r.png,Carchacrok
445_m,Knakrack ♂,Garchomp ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_md_n_00000000_f_r.png,Carchacrok ♂
445_w,Knakrack ♀,Garchomp ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_000_fd_n_00000000_f_r.png,Carchacrok ♀
445_mega,Mega Knakrack,Mega Garchomp,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0445_001_mf_n_00000000_f_r.png,Méga Carchacrok
446,Mampfaxo,Munchlax,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0446_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0446_000_mf_n_00000000_f_r.png,Goinfrex
447,Riolu,Riolu,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0447_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0447_000_mf_n_00000000_f_r.png,Riolu
448,Lucario,Lucario,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_000_mf_n_00000000_f_r.png,Lucario
448_mega,Mega Lucario,Mega Lucario,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_001_mf_n_00000000_f_r.png,Méga Lucario
449,Hippopotas,Hippopotas,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_r.png,Hippopotas
449_m,Hippopotas ♂,Hippopotas ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_r.png,Hippopotas ♂
449_w,Hippopotas ♀,Hippopotas ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_fd_n_00000000_f_r.png,Hippopotas ♀
450,Hippoterus,Hippowdon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_r.png,Hippodocus
450_m,Hippoterus ♂,Hippowdon ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_r.png,Hippodocus ♂
450_w,Hippoterus ♀,Hippowdon ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_fd_n_00000000_f_r.png,Hippodocus ♀
451,Pionskora,Skorupi,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0451_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0451_000_mf_n_00000000_f_r.png,Rapion
452,Piondragi,Drapion,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0452_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0452_000_mf_n_00000000_f_r.png,Drascore
453,Glibunkel,Croagunk,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_r.png,Cradopaud
453_m,Glibunkel ♂,Croagunk ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_r.png,Cradopaud ♂
453_w,Glibunkel ♀,Croagunk ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_fd_n_00000000_f_r.png,Cradopaud ♀
454,Toxiquak,Toxicroak,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_r.png,Coatox
454_m,Toxiquak ♂,Toxicroak ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_r.png,Coatox ♂
454_w,Toxiquak ♀,Toxicroak ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_fd_n_00000000_f_r.png,Coatox ♀
455,Venuflibis,Carnivine,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0455_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0455_000_mf_n_00000000_f_r.png,Vortente
456,Finneon,Fineon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_r.png,Écayon
456_m,Finneon ♂,Fineon ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_r.png,Écayon ♂
456_w,Finneon ♀,Fineon ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_fd_n_00000000_f_r.png,Écayon ♀
457,Lumineon,Lumineon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_r.png,Luminéon
457_m,Lumineon ♂,Lumineon ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_r.png,Luminéon ♂
457_w,Lumineon ♀,Lumineon ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_fd_n_00000000_f_r.png,Luminéon ♀
458,Mantirps,Mantyke,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0458_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0458_000_mf_n_00000000_f_r.png,Babimanta
459,Shnebedeck,Snover,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_r.png,Blizzi
459_m,Shnebedeck ♂,Snover ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_r.png,Blizzi ♂
459_w,Shnebedeck ♀,Snover ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_fd_n_00000000_f_r.png,Blizzi ♀
460,Rexblisar,Abomasnow,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_r.png,Blizzaroi
460_m,Rexblisar ♂,Abomasnow ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_r.png,Blizzaroi ♂
460_w,Rexblisar ♀,Abomasnow ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_fd_n_00000000_f_r.png,Blizzaroi ♀
460_mega,Mega Rexblisar,Mega Abomasnow,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_001_mf_n_00000000_f_r.png,Méga Blizzaroi
461,Snibunna,Weavile,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_r.png,Dimoret
461_m,Snibunna ♂,Weavile ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_r.png,Dimoret ♂
461_w,Snibunna ♀,Weavile ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_fd_n_00000000_f_r.png,Dimoret ♀
462,Magnezone,Magnezone,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0462_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0462_000_uk_n_00000000_f_r.png,Magnézone
463,Schlurpleck,Lickilicky,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0463_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0463_000_mf_n_00000000_f_r.png,Coudlangue
464,Rihornior,Rhyperior,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_r.png,Rhinastoc
464_m,Rihornior ♂,Rhyperior ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_r.png,Rhinastoc ♂
464_w,Rihornior ♀,Rhyperior ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_fd_n_00000000_f_r.png,Rhinastoc ♀
465,Tangoloss,Tangrowth,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_r.png,Bouldeneu
465_m,Tangoloss ♂,Tangrowth ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_r.png,Bouldeneu ♂
465_w,Tangoloss ♀,Tangrowth ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_fd_n_00000000_f_r.png,Bouldeneu ♀
466,Elevoltek,Electivire,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0466_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0466_000_mf_n_00000000_f_r.png,Élekable
467,Magbrant,Magmortar,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0467_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0467_000_mf_n_00000000_f_r.png,Maganon
468,Togekiss,Togekiss,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0468_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0468_000_mf_n_00000000_f_r.png,Togekiss
469,Yanmega,Yanmgea,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0469_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0469_000_mf_n_00000000_f_r.png,Yanmega
470,Folipurba,Leafeon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0470_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0470_000_mf_n_00000000_f_r.png,Phyllali
471,Glaziola,Glaceon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0471_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0471_000_mf_n_00000000_f_r.png,Givrali
472,Skorgro,Gliscor,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0472_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0472_000_mf_n_00000000_f_r.png,Scorvol
473,Mamutel,Mamoswine,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_r.png,Mammochon
473_m,Mamutel ♂,Mamoswine ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_r.png,Mammochon ♂
473_w,Mamutel ♀,Mamoswine ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_fd_n_00000000_f_r.png,Mammochon ♀
474,Porygon-Z,Porygon-Z,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0474_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0474_000_uk_n_00000000_f_r.png,Porygon-Z
475,Galagladi,Gallade,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_000_mo_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_000_mo_n_00000000_f_r.png,Gallame
475_mega,Mega Galagladi,Mega Gallade,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_001_mo_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_001_mo_n_00000000_f_r.png,Méga Gallame
476,Voluminas,Probopass,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0476_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0476_000_mf_n_00000000_f_r.png,Tarinorme
477,Zwirrfinst,Dusknoir,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0477_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0477_000_mf_n_00000000_f_r.png,Noctunoir
478,Frosdedje,Froslass,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0478_000_fo_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0478_000_fo_n_00000000_f_r.png,Momartik
478_mega,Mega Frosdedje,Mega Froslass,https://media.bisafans.de/b7c173e//pokemon/artwork/478-mega.png,,Méga Momartik
479,Rotom,Rotom,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_r.png,Motisma
479_normal,Rotom Normal,Rotom Normal,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_r.png,Motisma forme normal
479_hitze,Rotom Hitze,Rotom Heat,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_001_uk_n_00000000_f_r.png,Motisma chaleur
479_wasch,Rotom Wasch,Rotom Wasch,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_002_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_002_uk_n_00000000_f_r.png,Motisma lavage 
479_schneide,Rotom Schneide,Rotom Mow,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_005_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_005_uk_n_00000000_f_r.png,Motisma tonte
479_frost,Rotom Frost,Rotom Frost,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_003_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_003_uk_n_00000000_f_r.png,Motisma froid 
479_wirbel,Rotom Wirbel,Rotom Fan,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_004_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_004_uk_n_00000000_f_r.png,Motisma hélice
480,Selfe,Uxie,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0480_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0480_000_uk_n_00000000_f_r.png,Créhelf
481,Vesprit,Mesprit,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0481_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0481_000_uk_n_00000000_f_r.png,Créfollet
482,Tobutz,Azelf,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0482_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0482_000_uk_n_00000000_f_r.png,Créfadet
483,Dialga,Dialga,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_r.png,Dialga
483_normal,Dialga Normal,Dialga Normal,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_r.png,Dialga normal
483_urform,Dialga Urform,Dialga Origin,https://www.pokewiki.de/images/5/5d/Pokémonsprite_483a_HOME.png,https://www.pokewiki.de/images/1/13/Pokémonsprite_483a_Schillernd_HOME.png,Dialga originel
484,Palkia,Palkia,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_r.png,Palkia
484_normal,Palkia Normal,Palkia Normal,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_r.png,Palkia normal
484_urform,Palkia Urform,Palkia Origin,https://www.pokewiki.de/images/4/47/Pokémonsprite_484a_HOME.png,https://www.pokewiki.de/images/5/58/Pokémonsprite_484a_Schillernd_HOME.png,Palkia originel
485,Heatran,Heatran,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0485_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0485_000_mf_n_00000000_f_r.png,Heatran
486,Regigigas,Regigigas,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0486_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0486_000_uk_n_00000000_f_r.png,Regigigas
487,Giratina,Giratina,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_r.png,Giratina
487_wandelform,Giratina Wandelform,Giratina Altrered,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_r.png,Giratina alternative
487_urform,Giratina Urform,Giratina Origin,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_001_uk_n_00000000_f_r.png,Giratina originel
488,Cresselia,Cresselia,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0488_000_fo_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0488_000_fo_n_00000000_f_r.png,Cresselia
489,Phione,Phione,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0489_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0489_000_uk_n_00000000_f_r.png,Phione
490,Manaphy,Manaphy,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0490_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0490_000_uk_n_00000000_f_r.png,Manaphy
491,Darkrai,Darkrai,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0491_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0491_000_uk_n_00000000_f_r.png,Darkrai
492,Shaymin,Shaymin,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_r.png,Shaymin
492_land,Shaymin Landform,Shaymin Land,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_r.png,Shaymin forme terrestre
492_zenit,Shaymin Zenitform,Shaymin Sky,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_001_uk_n_00000000_f_r.png,Shaymin forme celleste
493,Arceus,Arceus,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_r.png,Arceus
493_normal,Arceus Normal,Arceus Normal,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_r.png,Arceus type normal
